Line Segment Data	2569 items	kilometer
L2766742	M1009820	0.090234048	1PH-X4_ACSRX1/0_TPX-B
M1125913	L3068944	0.039704496	1PH-X4_ACSRX2_WPAL-B
L3068944	M1125911	0.002220239	1PH-X4_ACSRX2_WPAL-B
M1069551	M1069560	0.12181785	1PH-X4_ACSRX4_ACSR-B
M1069629	M1069632	0.098026915	1PH-X4_ACSRX4_ACSR-B
M1089113	M1089103	0.44113502	1PH-X4_ACSRX4_ACSR-B
M1026330	L2785526	0.10856626	1PH-X4_ACSRX4_ACSR-B
M1108268	M1108267	0.42534594	1PH-X4_ACSRX4_ACSR-B
E182725	M1026948	0.12440179	1PH-X4_ACSRX4_ACSR-B
L3104130	L2763072	0.076541512	1PH-X4_ACSRX4_ACSR-B
M1047836	L3048199	0.14050247	1PH-X4_ACSRX4_ACSR-B
M1069135	P827533	0.011116026	1PH-X4_ACSRX4_ACSR-B
M1009839	L2673326	0.064921977	1PH-X4_ACSRX4_ACSR-B
M1108299	M1108300	0.006796901	1PH-X4_ACSRX4_ACSR-B
M1069551	M1069555	0.056435997	1PH-X4_ACSRX4_ACSR-B
N1140820	L3189189	0.041358528	1PH-X4_ACSRX4_ACSR-B
M1026328	D6140778-1_INT	0.004729834	1PH-X4_ACSRX4_ACSR-B
M1125914	P829963	0.004365185	1PH-X4_ACSRX4_ACSR-B
M1026829	N1147859	0.010421775	1PH-X4_ACSRX4_ACSR-B
L2801896	M1009839	0.075703072	1PH-X4_ACSRX4_ACSR-B
M1047828	L2710513	0.097674448	1PH-X4_ACSRX4_ACSR-B
M1026990	M1027001	0.25486216	1PH-X4_ACSRX4_ACSR-B
M1026339	L2766727	0.072397813	1PH-X4_ACSRX4_ACSR-B
L2785520	M1047386	0.13434549	1PH-X4_ACSRX4_ACSR-B
P827521	N1139546	0.009140775	1PH-X4_ACSRX4_ACSR-B
M3036164	L3085397	0.16882667	1PH-X4_ACSRX4_ACSR-B
M1047831	L3178974	0.080381486	1PH-X4_ACSRX4_ACSR-B
L2748131	L2729427	0.055841858	1PH-X4_ACSRX4_ACSR-B
M1089103	L3048196	0.064029768	1PH-X4_ACSRX4_ACSR-B
L3178974	M3327098	0.071938875	1PH-X4_ACSRX4_ACSR-B
M1069632	L2954361	0.083681423	1PH-X4_ACSRX4_ACSR-B
M1047769	L3197632	0.16356414	1PH-X4_ACSRX4_ACSR-B
L3178969	L2729401	0.07661124	1PH-X4_ACSRX4_ACSR-B
L2897765	M1047819	0.11422097	1PH-X4_ACSRX4_ACSR-B
M1026946	M1026940	0.12856984	1PH-X4_ACSRX4_ACSR-B
M3036165	L3197636	0.19745412	1PH-X4_ACSRX4_ACSR-B
M1047809	L2989432	0.073378661	1PH-X4_ACSRX4_ACSR-B
M1047834	L3197624	0.094155985	1PH-X4_ACSRX4_ACSR-B
M1047828	L2954346	0.020406482	1PH-X4_ACSRX4_ACSR-B
M1108300	L2711234	0.071107595	1PH-X4_ACSRX4_ACSR-B
M1069619	M1069620	0.00268189	1PH-X4_ACSRX4_ACSR-B
M1069557	M1069558	0.070632196	1PH-X4_ACSRX4_ACSR-B
P827553	M1047826	0.00535451	1PH-X4_ACSRX4_ACSR-B
L2933165	L3235273	0.12824486	1PH-X4_ACSRX4_ACSR-B
L2991902	M1008758	0.089939336	1PH-X4_ACSRX4_ACSR-B
M1047831	L2710505	0.10295688	1PH-X4_ACSRX4_ACSR-B
M1047374	L2879065	0.11974924	1PH-X4_ACSRX4_ACSR-B
M1026939	L3104124	0.024576306	1PH-X4_ACSRX4_ACSR-B
L2970842	M1089113	0.071877523	1PH-X4_ACSRX4_ACSR-B
M1047724	M1047725	0.003423955	1PH-X4_ACSRX4_ACSR-B
M1009840	L3216338	0.093111159	1PH-X4_ACSRX4_ACSR-B
M1108258	M1108257	0.043270589	1PH-X4_ACSRX4_ACSR-B
M1026954	D5655682-1_INT	0.004573626	1PH-X4_ACSRX4_ACSR-B
M1026987	M1026989	0.047558773	1PH-X4_ACSRX4_ACSR-B
P829960	N1141478	0.017681793	1PH-X4_ACSRX4_ACSR-B
M1047424	L2691949	0.064923417	1PH-X4_ACSRX4_ACSR-B
M1047763	P827509	0.004641168	1PH-X4_ACSRX4_ACSR-B
L3048207	M3036164	0.002921439	1PH-X4_ACSRX4_ACSR-B
M1026989	L2673343	0.19382708	1PH-X4_ACSRX4_ACSR-B
M1069532	L2691965	0.068760205	1PH-X4_ACSRX4_ACSR-B
M1047825	L2726975	0.070103571	1PH-X4_ACSRX4_ACSR-B
M1089119	P827521	0.006811498	1PH-X4_ACSRX4_ACSR-B
L3029506	M1047518	0.088472664	1PH-X4_ACSRX4_ACSR-B
M1026308	L2991902	0.094712608	1PH-X4_ACSRX4_ACSR-B
L2879767	L2767407	0.070207413	1PH-X4_ACSRX4_ACSR-B
M1008753	M1026307	0.29542762	1PH-X4_ACSRX4_ACSR-B
M1008733	L3216339	0.083012031	1PH-X4_ACSRX4_ACSR-B
M1047388	L2729407	0.049260379	1PH-X4_ACSRX4_ACSR-B
M1047424	L3104127	0.046947139	1PH-X4_ACSRX4_ACSR-B
M1009838	L2801896	0.047270767	1PH-X4_ACSRX4_ACSR-B
M1108276	L2786273	0.041388462	1PH-X4_ACSRX4_ACSR-B
M1009763	L2766730	0.024894507	1PH-X4_ACSRX4_ACSR-B
M1108298	P893610	0.010177529	1PH-X4_ACSRX4_ACSR-B
L3048199	M1047837	0.084785616	1PH-X4_ACSRX4_ACSR-B
M1047821	L2785512	0.20621226	1PH-X4_ACSRX4_ACSR-B
M1125976	P895106	0.007911675	1PH-X4_ACSRX4_ACSR-B
M1108259	M1108258	0.046227845	1PH-X4_ACSRX4_ACSR-B
M1069607	M1069619	0.032813881	1PH-X4_ACSRX4_ACSR-B
N1139538	L3066818	0.034801399	1PH-X4_ACSRX4_ACSR-B
M1009855	L2991927	0.11709698	1PH-X4_ACSRX4_ACSR-B
M1026324	M1026323	0.055597896	1PH-X4_ACSRX4_ACSR-B
L3234185	L3065750	0.099426324	1PH-X4_ACSRX4_ACSR-B
M1047441	L2804258	0.058106727	1PH-X4_ACSRX4_ACSR-B
M1125969	P895102	0.006630176	1PH-X4_ACSRX4_ACSR-B
L2729427	M1047786	0.04528825	1PH-X4_ACSRX4_ACSR-B
M1047826	M1047825	0.059134585	1PH-X4_ACSRX4_ACSR-B
M1047767	L2879068	0.10836231	1PH-X4_ACSRX4_ACSR-B
M1069613	M1069597	0.098863643	1PH-X4_ACSRX4_ACSR-B
M1047786	L3048207	0.06950792	1PH-X4_ACSRX4_ACSR-B
M1047769	L2710514	0.10521551	1PH-X4_ACSRX4_ACSR-B
L3254229	M1069565	0.044452135	1PH-X4_ACSRX4_ACSR-B
L3029501	M3036165	0.001865744	1PH-X4_ACSRX4_ACSR-B
M1026940	M1026939	0.065812905	1PH-X4_ACSRX4_ACSR-B
M1047368	L2785528	0.042283376	1PH-X4_ACSRX4_ACSR-B
M1009840	L2991901	0.054828722	1PH-X4_ACSRX4_ACSR-B
L2955005	M1108372	0.032059083	1PH-X4_ACSRX4_ACSR-B
M1026308	L2897764	0.10579646	1PH-X4_ACSRX4_ACSR-B
M1009838	M1009843	0.085832267	1PH-X4_ACSRX4_ACSR-B
M1008752	L3085389	0.030157844	1PH-X4_ACSRX4_ACSR-B
M1047368	L2748130	0.063630013	1PH-X4_ACSRX4_ACSR-B
E206614	L3082983	0.023249031	1PH-X4_ACSRX4_ACSR-B
M1125982	L3029055	0.060960159	1PH-X4_ACSRX4_ACSR-B
M1069567	L2691966	0.082046856	1PH-X4_ACSRX4_ACSR-B
N1139546	L2970842	0.08556852	1PH-X4_ACSRX4_ACSR-B
L3160108	L3029510	0.058647501	1PH-X4_ACSRX4_ACSR-B
M1069567	M1069582	0.1529554	1PH-X4_ACSRX4_ACSR-B
M1009843	L3160108	0.057049753	1PH-X4_ACSRX4_ACSR-B
M1108266	M1108265	0.13785673	1PH-X4_ACSRX4_ACSR-B
M1125940	L3048963	0.033551781	1PH-X4_ACSRX4_ACSR-B
L2897791	M1069613	0.002888913	1PH-X4_ACSRX4_ACSR-B
M1009843	M1009855	0.082745438	1PH-X4_ACSRX4_ACSR-B
M1069731	M1069730	0.17220081	1PH-X4_ACSRX4_ACSR-B
M1069731	L2710504	0.055663415	1PH-X4_ACSRX4_ACSR-B
M1047447	L2766722	0.09849151	1PH-X4_ACSRX4_ACSR-B
M1209763	L2936275	0.10512015	1PH-X4_ACSRX4_ACSR-B
M3036172	M1209763	0.12253251	1PH-X4_ACSRX4_ACSR-B
L2726974	L2916618	0.089155615	1PH-X4_ACSRX4_ACSR-B
M1047768	P827554	0.004137227	1PH-X4_ACSRX4_ACSR-B
N1136030	M1047766	0.030799336	1PH-X4_ACSRX4_ACSR-B
L2973152	M1047777	0.017311238	1PH-X4_ACSRX4_ACSR-B
L2841620	L2785520	0.23972223	1PH-X4_ACSRX4_ACSR-B
L2879068	M1047773	0.096799104	1PH-X4_ACSRX4_ACSR-B
M1069560	M1069567	0.081428218	1PH-X4_ACSRX4_ACSR-B
M1009827	M1009832	0.087141764	1PH-X4_ACSRX4_ACSR-B
L2727008	M1069629	0.18718667	1PH-X4_ACSRX4_ACSR-B
L3082983	M1069588	0.023112591	1PH-X4_ACSRX4_ACSR-B
M1027004	L2897765	0.14590338	1PH-X4_ACSRX4_ACSR-B
M1069595	L2916619	0.050073518	1PH-X4_ACSRX4_ACSR-B
M1069632	L2726974	0.037039941	1PH-X4_ACSRX4_ACSR-B
M1069590	M1069595	0.13532605	1PH-X4_ACSRX4_ACSR-B
M1069412	L3066813	0.061761158	1PH-X4_ACSRX4_ACSR-B
L3215549	L2897800	0.14360431	1PH-X4_ACSRX4_ACSR-B
M1089097	M1108268	0.14293338	1PH-X4_ACSRX4_ACSR-B
M1027023	L3122815	0.075242082	1PH-X4_ACSRX4_ACSR-B
L3142078	L2879752	0.1347393	1PH-X4_ACSRX4_ACSR-B
P827509	N1136029	0.006614675	1PH-X4_ACSRX4_ACSR-B
M1069572	L3066826	0.08548946	1PH-X4_ACSRX4_ACSR-B
M1108298	M1108299	0.010757708	1PH-X4_ACSRX4_ACSR-B
M1125978	M1125982	0.077629485	1PH-X4_ACSRX4_ACSR-B
M1026327	L3197643	0.25443841	1PH-X4_ACSRX4_ACSR-B
L2954338	M1009828	0.08913939	1PH-X4_ACSRX4_ACSR-B
L3197643	M1026339	0.040720603	1PH-X4_ACSRX4_ACSR-B
P829963	M1125916	0.006676143	1PH-X4_ACSRX4_ACSR-B
M1069565	L3178988	0.017968596	1PH-X4_ACSRX4_ACSR-B
M1069640	L2804269	0.10114503	1PH-X4_ACSRX4_ACSR-B
L2991910	L2879072	0.045249893	1PH-X4_ACSRX4_ACSR-B
M1069582	D6231996-1_INT	0.024681061	1PH-X4_ACSRX4_ACSR-B
E182731	M1026327	0.043174358	1PH-X4_ACSRX4_ACSR-B
M1026700	N1140820	0.02212507	1PH-X4_ACSRX4_ACSR-B
M1026969	L2879066	0.090986337	1PH-X4_ACSRX4_ACSR-B
M1047819	L2916603	0.071361473	1PH-X4_ACSRX4_ACSR-B
L3029510	L2729409	0.10814559	1PH-X4_ACSRX4_ACSR-B
M1047835	M1047836	0.19374274	1PH-X4_ACSRX4_ACSR-B
L2936275	L3179674	0.090791615	1PH-X4_ACSRX4_ACSR-B
P893610	M1108302	0.088110833	1PH-X4_ACSRX4_ACSR-B
M1047795	L3160117	0.055001948	1PH-X4_ACSRX4_ACSR-B
L2973156	M1069393	0.11632177	1PH-X4_ACSRX4_ACSR-B
M3036172	L3086079	0.002703266	1PH-X4_ACSRX4_ACSR-B
M1047813	L2973149	0.067136781	1PH-X4_ACSRX4_ACSR-B
N1141478	M1142826	0.12458073	1PH-X4_ACSRX4_ACSR-B
M1009832	L2860479	0.036046786	1PH-X4_ACSRX4_ACSR-B
M1069376	P827563	0.009627028	1PH-X4_ACSRX4_ACSR-B
M1069565	M1069572	0.081447727	1PH-X4_ACSRX4_ACSR-B
P895102	M1125978	0.009923416	1PH-X4_ACSRX4_ACSR-B
M1125966	L2955005	0.068087839	1PH-X4_ACSRX4_ACSR-B
M1026948	M1026947	0.048892491	1PH-X4_ACSRX4_ACSR-B
L3048196	M1089097	0.27540391	1PH-X4_ACSRX4_ACSR-B
L2935568	L3235246	0.18427588	1PH-X4_ACSRX4_ACSR-B
M1026307	L3085388	0.12519194	1PH-X4_ACSRX4_ACSR-B
M1047773	L2973152	0.067541463	1PH-X4_ACSRX4_ACSR-B
M3327098	L2691943	0.19980404	1PH-X4_ACSRX4_ACSR-B
M1009771	L2914323	0.074657775	1PH-X4_ACSRX4_ACSR-B
L2710513	P827553	0.18922744	1PH-X4_ACSRX4_ACSR-B
P827533	N1139538	0.009362538	1PH-X4_ACSRX4_ACSR-B
M1047444	M1047447	0.15185052	1PH-X4_ACSRX4_ACSR-B
M1026327	L2841636	0.10472867	1PH-X4_ACSRX4_ACSR-B
L3197624	M1027101	0.13873999	1PH-X4_ACSRX4_ACSR-B
L2804270	L3104145	0.088906626	1PH-X4_ACSRX4_ACSR-B
M1009770	M1009771	0.008590113	1PH-X4_ACSRX4_ACSR-B
L2729430	L2766742	0.10864125	1PH-X4_ACSRX4_ACSR-B
M1047386	M1047388	0.13372507	1PH-X4_ACSRX4_ACSR-B
L2763072	M4118754	0.07286948	1PH-X4_ACSRX4_ACSR-B
M1047793	M1047795	0.006544441	1PH-X4_ACSRX4_ACSR-B
M1047441	L3197635	0.060782362	1PH-X4_ACSRX4_ACSR-B
M1047786	M1026969	0.063143897	1PH-X4_ACSRX4_ACSR-B
M1009820	L3254234	0.079837668	1PH-X4_ACSRX4_ACSR-B
L3066830	L3197660	0.13353763	1PH-X4_ACSRX4_ACSR-B
L2954339	L3048200	0.062749243	1PH-X4_ACSRX4_ACSR-B
M1009834	L3178969	0.0003048	1PH-X4_ACSRX4_ACSR-B
L2954346	M1047831	0.17528955	1PH-X4_ACSRX4_ACSR-B
M1026947	M1026946	0.13864752	1PH-X4_ACSRX4_ACSR-B
M1069412	L2879061	0.082306111	1PH-X4_ACSRX4_ACSR-B
M1142819	P829960	0.002509582	1PH-X4_ACSRX4_ACSR-B
M1108278	L2805036	0.066328657	1PH-X4_ACSRX4_ACSR-B
L2710542	L2729430	0.035369712	1PH-X4_ACSRX4_ACSR-B
M1125916	L2879767	0.06935707	1PH-X4_ACSRX4_ACSR-B
L3160117	L3215549	0.097424692	1PH-X4_ACSRX4_ACSR-B
M1108274	M1108276	0.052849276	1PH-X4_ACSRX4_ACSR-B
M1026308	L2991918	0.0187679	1PH-X4_ACSRX4_ACSR-B
L2729409	L2841624	0.086763598	1PH-X4_ACSRX4_ACSR-B
M1047825	M1069731	0.08606311	1PH-X4_ACSRX4_ACSR-B
M1108257	L3142078	0.43771468	1PH-X4_ACSRX4_ACSR-B
M1108372	L3216988	0.079626564	1PH-X4_ACSRX4_ACSR-B
L2673343	L2764436	0.10822302	1PH-X4_ACSRX4_ACSR-B
M1009838	L2804245	0.040819074	1PH-X4_ACSRX4_ACSR-B
M1026987	M1026990	0.057053995	1PH-X4_ACSRX4_ACSR-B
M1069393	L3029501	0.11039794	1PH-X4_ACSRX4_ACSR-B
M1186061	L2861223	0.036470829	1PH-X4_ACSRX4_ACSR-B
M1125940	L3254915	0.17751579	1PH-X4_ACSRX4_ACSR-B
M1125911	L2711224	0.10543947	1PH-X4_ACSRX4_ACSR-B
L3235246	L2710512	0.077202257	1PH-X4_ACSRX4_ACSR-B
M1069393	M1069408	0.069802024	1PH-X4_ACSRX4_ACSR-B
M1069629	M1069640	0.14630221	1PH-X4_ACSRX4_ACSR-B
L3086079	L2936276	0.07310531	1PH-X4_ACSRX4_ACSR-B
M3036164	L2935553	0.047751634	1PH-X4_ACSRX4_ACSR-B
M1069588	L2804270	0.011446341	1PH-X4_ACSRX4_ACSR-B
M1069627	L2897791	0.13855367	1PH-X4_ACSRX4_ACSR-B
L2710512	M1047828	0.14521686	1PH-X4_ACSRX4_ACSR-B
M1069535	L2804271	0.10140747	1PH-X4_ACSRX4_ACSR-B
M1069730	L3159037	0.035837621	1PH-X4_ACSRX4_ACSR-B
L2786273	M1108278	0.10799408	1PH-X4_ACSRX4_ACSR-B
M1047824	M1047834	0.41574814	1PH-X4_ACSRX4_ACSR-B
P895106	L3048887	0.040161258	1PH-X4_ACSRX4_ACSR-B
M1069565	L2785536	0.1850108	1PH-X4_ACSRX4_ACSR-B
M1047725	M1047728	0.087680445	1PH-X4_ACSRX4_ACSR-B
L3178981	M1047368	0.21679755	1PH-X4_ACSRX4_ACSR-B
N1138595	M3036167	0.11790868	1PH-X4_ACSRX4_ACSR-B
M1069588	M1069590	0.11043884	1PH-X4_ACSRX4_ACSR-B
M1069558	L3254229	0.038651462	1PH-X4_ACSRX4_ACSR-B
P827554	M1047769	0.007878692	1PH-X4_ACSRX4_ACSR-B
L3160115	L2935567	0.080381369	1PH-X4_ACSRX4_ACSR-B
L2804269	L2989564	0.062072526	1PH-X4_ACSRX4_ACSR-B
M3036167	L2973156	0.003119941	1PH-X4_ACSRX4_ACSR-B
M1142826	M1125940	0.28665246	1PH-X4_ACSRX4_ACSR-B
L2822867	M1069412	0.003769859	1PH-X4_ACSRX4_ACSR-B
L2916619	L2727008	0.095791421	1PH-X4_ACSRX4_ACSR-B
M1108267	M1108266	0.19101843	1PH-X4_ACSRX4_ACSR-B
P827573	L2710542	0.02105849	1PH-X4_ACSRX4_ACSR-B
N1136029	M1047767	0.10930753	1PH-X4_ACSRX4_ACSR-B
L2673326	L2691938	0.044272919	1PH-X4_ACSRX4_ACSR-B
M1009763	L2673322	0.032175613	1PH-X4_ACSRX4_ACSR-B
L3198358	L3104859	0.10627317	1PH-X4_ACSRX4_ACSR-B
L2785512	M1047813	0.11794666	1PH-X4_ACSRX4_ACSR-B
L2973163	M1026309	0.085882629	1PH-X4_ACSRX4_ACSR-B
L3197636	M1047424	0.090303342	1PH-X4_ACSRX4_ACSR-B
M1047368	L2841620	0.12392533	1PH-X4_ACSRX4_ACSR-B
M1026997	L3216361	0.02111745	1PH-X4_ACSRX4_ACSR-B
M1125916	M1125913	0.03567177	1PH-X4_ACSRX4_ACSR-B
M1047767	L2860484	0.10919656	1PH-X4_ACSRX4_ACSR-B
N1147859	P827573	0.006772215	1PH-X4_ACSRX4_ACSR-B
M1069408	L2897774	0.037188237	1PH-X4_ACSRX4_ACSR-B
M1047728	L2804255	0.094914511	1PH-X4_ACSRX4_ACSR-B
M1026309	L2860488	0.39123613	1PH-X4_ACSRX4_ACSR-B
M1047722	L3214064	0.03535641	1PH-X4_ACSRX4_ACSR-B
M1108265	M1108264	0.96912738	1PH-X4_ACSRX4_ACSR-B
M1009828	L2766715	0.068237847	1PH-X4_ACSRX4_ACSR-B
M1026323	M1026320	0.11776181	1PH-X4_ACSRX4_ACSR-B
M4350438	L2935568	0.094695467	1PH-X4_ACSRX4_ACSR-B
M1047834	M1047835	0.055299989	1PH-X4_ACSRX4_ACSR-B
M1009832	M1009834	0.047206181	1PH-X4_ACSRX4_ACSR-B
M1026320	L3104130	0.073452333	1PH-X4_ACSRX4_ACSR-B
M1027001	M1027004	0.091864755	1PH-X4_ACSRX4_ACSR-B
L3159037	M1069738	0.049425686	1PH-X4_ACSRX4_ACSR-B
L3216361	L2729434	0.093496906	1PH-X4_ACSRX4_ACSR-B
M1069595	M1069607	0.14068899	1PH-X4_ACSRX4_ACSR-B
M1069582	L2933165	0.063075385	1PH-X4_ACSRX4_ACSR-B
M1069738	L3234185	0.095727572	1PH-X4_ACSRX4_ACSR-B
L3066813	L2991910	0.086145361	1PH-X4_ACSRX4_ACSR-B
L2691938	M1009840	0.044251508	1PH-X4_ACSRX4_ACSR-B
L2989432	L3066830	0.081925136	1PH-X4_ACSRX4_ACSR-B
M1047766	L3216344	0.055133511	1PH-X4_ACSRX4_ACSR-B
P827563	N1138595	0.006716682	1PH-X4_ACSRX4_ACSR-B
M1026309	L2804260	0.2183832	1PH-X4_ACSRX4_ACSR-B
L2691942	M1047374	0.074897136	1PH-X4_ACSRX4_ACSR-B
M1047763	N1136030	0.017525399	1PH-X4_ACSRX4_ACSR-B
L2954361	M1069627	0.054190473	1PH-X4_ACSRX4_ACSR-B
L3066818	L3178981	0.059769871	1PH-X4_ACSRX4_ACSR-B
M1108372	L3179607	0.067335843	1PH-X4_ACSRX4_ACSR-B
L3236011	L3198358	0.11364891	1PH-X4_ACSRX4_ACSR-B
M1069738	L2690941	0.098663857	1PH-X4_ACSRX4_ACSR-B
M1069627	L3254228	0.049672398	1PH-X4_ACSRX4_ACSR-B
M1047388	L2691942	0.21477282	1PH-X4_ACSRX4_ACSR-B
L2748130	L3254212	0.072169842	1PH-X4_ACSRX4_ACSR-B
L2785516	M1108274	0.15114759	1PH-X4_ACSRX4_ACSR-B
M1008758	L2673300	0.041208145	1PH-X4_ACSRX4_ACSR-B
L2684420	M1047824	0.083452516	1PH-X4_ACSRX4_ACSR-B
M1047766	M1047768	0.047497208	1PH-X4_ACSRX4_ACSR-B
M1026726	L2876847	0.072881573	1PH-X4_ACSRX4_ACSR-B
M1009832	M1009838	0.095380068	1PH-X4_ACSRX4_ACSR-B
M1069408	L2822867	0.080065768	1PH-X4_ACSRX4_ACSR-B
M1026726	L2916610	0.065808439	1PH-X4_ACSRX4_DPX-B
M1047386	L3254211	0.054982238	1PH-X4_ACSRX4_TPX-B
M1089097	M1108270	0.083122982	1PH-X4_ACSRX4_WPAL-B
M4118754	M1026312	0.13543285	1PH-X4_ACSRX4_WPAL-B
M1069565	L2989596	0.10297731	1PH-X4_ACSRX4_WPAL-B
L2897800	M1047809	0.026491626	1PH-X4_ACSRX4_WPAL-B
M1047777	L2748131	0.10907268	1PH-X4_ACSRX4_WPAL-B
M1125905	L2748839	0.08554999	1PH-X4_ACSRX4_WPAL-B
M1108264	M1108263	0.099994301	1PH-X4_ACSRX4_WPAL-B
M1047809	M1047812	0.081460382	1PH-X4_ACSRX4_WPAL-B
M1125905	L3142098	0.025515621	1PH-X4_ACSRX4_WPAL-B
M1125905	L2917310	0.13143633	1PH-X4_ACSRX4_WPAL-B
L2935553	M1026987	0.13102515	1PH-X4_ACSRX4_WPAL-B
M1008742	L2804247	0.10330709	1PH-X4_ACSRX4_WPAL-B
M1108270	L2785516	0.12338141	1PH-X4_ACSRX4_WPAL-B
L2860488	M1026308	0.053558965	1PH-X4_ACSRX4_WPAL-B
M1047812	M4350438	0.021823829	1PH-X4_ACSRX4_WPAL-B
M1026312	L2973163	0.053487035	1PH-X4_ACSRX4_WPAL-B
L3157710	M1047793	0.051137784	1PH-X4_ACSRX4_WPAL-B
L2711224	M1125905	0.068159767	1PH-X4_ACSRX4_WPAL-B
M1047787	L3157710	0.07401207	1PH-X4_ACSRX4_WPAL-B
M1047819	M1047821	0.067805121	1PH-X4_ACSRX4_WPAL-B
M1047821	L2684420	0.019763795	1PH-X4_ACSRX4_WPAL-B
L2710514	M1047787	0.15375933	1PH-X4_ACSRX4_WPAL-B
M1009824	L2954338	0.030715032	1PH-X4_WPALX1/0_TPX-B
M1069154	L3104120	0.064234222	1PH-X4_WPALX2_ACSR-B
L2841636	M1026324	0.051752115	1PH-X4_WPALX4_ACSR-B
M1026327	L3122823	0.038340543	1PH-X4_WPALX4_ACSR-B
M1008758	L2710537	0.11966942	1PH-X4_WPALX4_ACSR-B
M1069543	M1069535	0.067566417	1PH-X4_WPALX4_ACSR-B
M1008752	M1008746	0.079322218	1PH-X4_WPALX4_ACSR-B
L2879072	M1047441	0.2303486	1PH-X4_WPALX4_ACSR-B
L2989596	L2822873	0.088615313	1PH-X4_WPALX4_ACSR-B
L2710537	M1008752	0.082112325	1PH-X4_WPALX4_ACSR-B
M1047441	M1047442	0.042151604	1PH-X4_WPALX4_ACSR-B
M1047442	M1047444	0.068829483	1PH-X4_WPALX4_ACSR-B
M1026323	L2991917	0.043668403	1PH-X4_WPALX4_WPAL-B
M1047792	L2876846	0.36983378	1PH-X4_WPALX4_WPAL-B
M1008746	M1008743	0.077505522	1PH-X4_WPALX4_WPAL-B
M1069550	M1069544	0.092977944	1PH-X4_WPALX4_WPAL-B
M1125978	L3254869	0.10313298	1PH-X4_WPALX4_WPAL-B
L2860478	L2822858	0.063639332	1PH-X4_WPALX4_WPAL-B
M1069544	M1069543	0.0031939	1PH-X4_WPALX4_WPAL-B
L3029495	D5565090-1_INT	0.051547979	1PH-X4_WPALX4_WPAL-B
M1108261	M1108260	0.048850815	1PH-X4_WPALX4_WPAL-B
M1108262	M1108261	0.004571641	1PH-X4_WPALX4_WPAL-B
L3048200	M1008733	0.067106973	1PH-X4_WPALX4_WPAL-B
M1009843	L3251806	0.035560286	1PH-X4_WPALX4_WPAL-B
M1008743	L3104115	0.065966762	1PH-X4_WPALX4_WPAL-B
M1089103	L2673305	0.10941816	1PH-X4_WPALX4_WPAL-B
196-29521	N1136355	0.010248637	1PH-X4_WPALX4_WPAL-B
L2673300	M1008753	0.048870828	1PH-X4_WPALX4_WPAL-B
M1108263	N1142112	0.11806677	1PH-X4_WPALX4_WPAL-B
L3225319	L3048201	0.051037847	1PH-X4_WPALX4_WPAL-B
M1047794	M1047792	0.088152654	1PH-X4_WPALX4_WPAL-B
M1069533	196-29521	0.018606341	1PH-X4_WPALX4_WPAL-B
M1026320	L2879079	0.067254797	1PH-X4_WPALX4_WPAL-B
M1009824	L2691939	0.066211968	1PH-X4_WPALX4_WPAL-B
L2783231	L3254227	0.15193956	1PH-X4_WPALX4_WPAL-B
L2691939	L2860478	0.062262596	1PH-X4_WPALX4_WPAL-B
L3254234	L3104114	0.082855249	1PH-X4_WPALX4_WPAL-B
M1008753	L3141390	0.086279452	1PH-X4_WPALX4_WPAL-B
P827496	M1108262	0.004571424	1PH-X4_WPALX4_WPAL-B
M1008733	L3225319	0.013720269	1PH-X4_WPALX4_WPAL-B
N1136355	L2783231	0.072454801	1PH-X4_WPALX4_WPAL-B
L3198355	L2805037	0.11081571	1PH-X4_WPALX4_WPAL-B
M1008742	L3029495	0.027805206	1PH-X4_WPALX4_WPAL-B
M1047442	L3235250	0.064500287	1PH-X4_WPALX4_WPAL-B
M1108302	L3236011	0.035204058	1PH-X4_WPALX4_WPAL-B
M1026330	L2766726	0.030088055	1PH-X4_WPALX4_WPAL-B
L3104114	M1009824	0.055545084	1PH-X4_WPALX4_WPAL-B
M1069550	M1069551	0.004148354	1PH-X4_WPALX4_WPAL-B
M1047447	L2954349	0.053454722	1PH-X4_WPALX4_WPAL-B
L2711234	L3198355	0.11883792	1PH-X4_WPALX4_WPAL-B
E182744	L2801895	0.060959613	1PH-X4_WPALX4_WPAL-B
M1047386	M1047379	0.095081577	1PH-X4_WPALX4_WPAL-B
M1108260	M1108259	0.03565775	1PH-X4_WPALX4_WPAL-B
L3254227	M1069550	0.047453284	1PH-X4_WPALX4_WPAL-B
M1069557	M1069554	0.05428045	1PH-X4_WPALX4_WPAL-B
M1069554	L3160115	0.033321905	1PH-X4_WPALX4_WPAL-B
L2876846	L3048203	0.29097916	1PH-X4_WPALX4_WPAL-B
N1142112	P827496	0.012407867	1PH-X4_WPALX4_WPAL-B
M1008743	M1008742	0.082326351	1PH-X4_WPALX4_WPAL-B
M1142839	L3067507	0.042051449	1PH-XX2/0_ACSR1/0_TPX-C
M1125917	P1197121	0.008239126	1PH-XX2_ACSR1/0_TPX-C
M1125974	L3104796	0.000658611	1PH-XX2_ACSR1/0_TPX-C
M1047346	L3254219	0.040929984	1PH-XX2_ACSR1/0_TPX-C
P1197121	L2805031	0.048164266	1PH-XX2_ACSR1/0_TPX-C
M1027066	L2841645	0.012252958	1PH-XX2_ACSR1/0_TPX-C
