Line Segment Data	6400 items	feet
8-89	8-91	225	6
9-89	9-91	225	6
10-89	10-91	225	6
11-89	11-91	225	6
12-89	12-91	225	6
13-89	13-91	225	6
14-89	14-91	225	6
15-89	15-91	225	6
16-89	16-91	225	6
17-89	17-91	225	6
18-89	18-91	225	6
19-89	19-91	225	6
20-89	20-91	225	6
21-89	21-91	225	6
22-89	22-91	225	6
23-89	23-91	225	6
24-89	24-91	225	6
25-89	25-91	225	6
26-89	26-91	225	6
27-89	27-91	225	6
28-89	28-91	225	6
29-89	29-91	225	6
30-89	30-91	225	6
31-89	31-91	225	6
32-89	32-91	225	6
33-89	33-91	225	6
34-89	34-91	225	6
35-89	35-91	225	6
36-89	36-91	225	6
37-89	37-91	225	6
38-89	38-91	225	6
39-89	39-91	225	6
40-89	40-91	225	6
41-89	41-91	225	6
42-89	42-91	225	6
43-89	43-91	225	6
44-89	44-91	225	6
45-89	45-91	225	6
46-89	46-91	225	6
47-89	47-91	225	6
48-89	48-91	225	6
49-89	49-91	225	6
50-89	50-91	225	6
1-91	1-92	300	11
2-91	2-92	300	11
3-91	3-92	300	11
4-91	4-92	300	11
5-91	5-92	300	11
6-91	6-92	300	11
7-91	7-92	300	11
8-91	8-92	300	11
9-91	9-92	300	11
10-91	10-92	300	11
11-91	11-92	300	11
12-91	12-92	300	11
13-91	13-92	300	11
14-91	14-92	300	11
15-91	15-92	300	11
16-91	16-92	300	11
17-91	17-92	300	11
18-91	18-92	300	11
19-91	19-92	300	11
20-91	20-92	300	11
21-91	21-92	300	11
22-91	22-92	300	11
23-91	23-92	300	11
24-91	24-92	300	11
25-91	25-92	300	11
26-91	26-92	300	11
27-91	27-92	300	11
28-91	28-92	300	11
29-91	29-92	300	11
30-91	30-92	300	11
31-91	31-92	300	11
32-91	32-92	300	11
33-91	33-92	300	11
34-91	34-92	300	11
35-91	35-92	300	11
36-91	36-92	300	11
37-91	37-92	300	11
38-91	38-92	300	11
39-91	39-92	300	11
40-91	40-92	300	11
41-91	41-92	300	11
42-91	42-92	300	11
43-91	43-92	300	11
44-91	44-92	300	11
45-91	45-92	300	11
46-91	46-92	300	11
47-91	47-92	300	11
48-91	48-92	300	11
49-91	49-92	300	11
50-91	50-92	300	11
1-91	1-93	225	6
2-91	2-93	225	6
3-91	3-93	225	6
4-91	4-93	225	6
5-91	5-93	225	6
6-91	6-93	225	6
7-91	7-93	225	6
8-91	8-93	225	6
9-91	9-93	225	6
10-91	10-93	225	6
11-91	11-93	225	6
12-91	12-93	225	6
13-91	13-93	225	6
14-91	14-93	225	6
15-91	15-93	225	6
16-91	16-93	225	6
17-91	17-93	225	6
18-91	18-93	225	6
19-91	19-93	225	6
20-91	20-93	225	6
21-91	21-93	225	6
22-91	22-93	225	6
23-91	23-93	225	6
24-91	24-93	225	6
25-91	25-93	225	6
26-91	26-93	225	6
27-91	27-93	225	6
28-91	28-93	225	6
29-91	29-93	225	6
30-91	30-93	225	6
31-91	31-93	225	6
32-91	32-93	225	6
33-91	33-93	225	6
34-91	34-93	225	6
35-91	35-93	225	6
36-91	36-93	225	6
37-91	37-93	225	6
38-91	38-93	225	6
39-91	39-93	225	6
40-91	40-93	225	6
41-91	41-93	225	6
42-91	42-93	225	6
43-91	43-93	225	6
44-91	44-93	225	6
45-91	45-93	225	6
46-91	46-93	225	6
47-91	47-93	225	6
48-91	48-93	225	6
49-91	49-93	225	6
50-91	50-93	225	6
1-93	1-94	275	9
2-93	2-94	275	9
3-93	3-94	275	9
4-93	4-94	275	9
5-93	5-94	275	9
6-93	6-94	275	9
7-93	7-94	275	9
8-93	8-94	275	9
9-93	9-94	275	9
10-93	10-94	275	9
11-93	11-94	275	9
12-93	12-94	275	9
13-93	13-94	275	9
14-93	14-94	275	9
15-93	15-94	275	9
16-93	16-94	275	9
17-93	17-94	275	9
18-93	18-94	275	9
19-93	19-94	275	9
20-93	20-94	275	9
21-93	21-94	275	9
22-93	22-94	275	9
23-93	23-94	275	9
24-93	24-94	275	9
25-93	25-94	275	9
26-93	26-94	275	9
27-93	27-94	275	9
28-93	28-94	275	9
29-93	29-94	275	9
30-93	30-94	275	9
31-93	31-94	275	9
32-93	32-94	275	9
33-93	33-94	275	9
34-93	34-94	275	9
35-93	35-94	275	9
36-93	36-94	275	9
37-93	37-94	275	9
38-93	38-94	275	9
39-93	39-94	275	9
40-93	40-94	275	9
41-93	41-94	275	9
42-93	42-94	275	9
43-93	43-94	275	9
44-93	44-94	275	9
45-93	45-94	275	9
46-93	46-94	275	9
47-93	47-94	275	9
48-93	48-94	275	9
49-93	49-94	275	9
50-93	50-94	275	9
1-93	1-95	300	6
2-93	2-95	300	6
3-93	3-95	300	6
4-93	4-95	300	6
5-93	5-95	300	6
6-93	6-95	300	6
7-93	7-95	300	6
8-93	8-95	300	6
9-93	9-95	300	6
10-93	10-95	300	6
11-93	11-95	300	6
12-93	12-95	300	6
13-93	13-95	300	6
14-93	14-95	300	6
15-93	15-95	300	6
16-93	16-95	300	6
17-93	17-95	300	6
18-93	18-95	300	6
19-93	19-95	300	6
20-93	20-95	300	6
21-93	21-95	300	6
22-93	22-95	300	6
23-93	23-95	300	6
24-93	24-95	300	6
25-93	25-95	300	6
26-93	26-95	300	6
27-93	27-95	300	6
28-93	28-95	300	6
29-93	29-95	300	6
30-93	30-95	300	6
31-93	31-95	300	6
32-93	32-95	300	6
33-93	33-95	300	6
34-93	34-95	300	6
35-93	35-95	300	6
36-93	36-95	300	6
37-93	37-95	300	6
38-93	38-95	300	6
39-93	39-95	300	6
40-93	40-95	300	6
41-93	41-95	300	6
42-93	42-95	300	6
43-93	43-95	300	6
44-93	44-95	300	6
45-93	45-95	300	6
46-93	46-95	300	6
47-93	47-95	300	6
48-93	48-95	300	6
49-93	49-95	300	6
50-93	50-95	300	6
1-95	1-96	200	10
2-95	2-96	200	10
3-95	3-96	200	10
4-95	4-96	200	10
5-95	5-96	200	10
6-95	6-96	200	10
7-95	7-96	200	10
8-95	8-96	200	10
9-95	9-96	200	10
10-95	10-96	200	10
11-95	11-96	200	10
12-95	12-96	200	10
13-95	13-96	200	10
14-95	14-96	200	10
15-95	15-96	200	10
16-95	16-96	200	10
17-95	17-96	200	10
18-95	18-96	200	10
19-95	19-96	200	10
20-95	20-96	200	10
21-95	21-96	200	10
22-95	22-96	200	10
23-95	23-96	200	10
24-95	24-96	200	10
25-95	25-96	200	10
26-95	26-96	200	10
27-95	27-96	200	10
28-95	28-96	200	10
29-95	29-96	200	10
30-95	30-96	200	10
31-95	31-96	200	10
32-95	32-96	200	10
33-95	33-96	200	10
34-95	34-96	200	10
35-95	35-96	200	10
36-95	36-96	200	10
37-95	37-96	200	10
38-95	38-96	200	10
39-95	39-96	200	10
40-95	40-96	200	10
41-95	41-96	200	10
42-95	42-96	200	10
43-95	43-96	200	10
44-95	44-96	200	10
45-95	45-96	200	10
46-95	46-96	200	10
47-95	47-96	200	10
48-95	48-96	200	10
49-95	49-96	200	10
50-95	50-96	200	10
1-97	1-98	275	3
2-97	2-98	275	3
3-97	3-98	275	3
4-97	4-98	275	3
5-97	5-98	275	3
6-97	6-98	275	3
7-97	7-98	275	3
8-97	8-98	275	3
9-97	9-98	275	3
10-97	10-98	275	3
11-97	11-98	275	3
12-97	12-98	275	3
13-97	13-98	275	3
14-97	14-98	275	3
15-97	15-98	275	3
16-97	16-98	275	3
17-97	17-98	275	3
18-97	18-98	275	3
19-97	19-98	275	3
20-97	20-98	275	3
21-97	21-98	275	3
22-97	22-98	275	3
23-97	23-98	275	3
24-97	24-98	275	3
25-97	25-98	275	3
26-97	26-98	275	3
27-97	27-98	275	3
28-97	28-98	275	3
29-97	29-98	275	3
30-97	30-98	275	3
31-97	31-98	275	3
32-97	32-98	275	3
33-97	33-98	275	3
34-97	34-98	275	3
35-97	35-98	275	3
36-97	36-98	275	3
37-97	37-98	275	3
38-97	38-98	275	3
39-97	39-98	275	3
40-97	40-98	275	3
41-97	41-98	275	3
42-97	42-98	275	3
43-97	43-98	275	3
44-97	44-98	275	3
45-97	45-98	275	3
46-97	46-98	275	3
47-97	47-98	275	3
48-97	48-98	275	3
49-97	49-98	275	3
50-97	50-98	275	3
1-98	1-99	550	3
2-98	2-99	550	3
3-98	3-99	550	3
4-98	4-99	550	3
5-98	5-99	550	3
6-98	6-99	550	3
7-98	7-99	550	3
8-98	8-99	550	3
9-98	9-99	550	3
10-98	10-99	550	3
11-98	11-99	550	3
12-98	12-99	550	3
13-98	13-99	550	3
14-98	14-99	550	3
15-98	15-99	550	3
16-98	16-99	550	3
17-98	17-99	550	3
18-98	18-99	550	3
19-98	19-99	550	3
20-98	20-99	550	3
21-98	21-99	550	3
22-98	22-99	550	3
23-98	23-99	550	3
24-98	24-99	550	3
25-98	25-99	550	3
26-98	26-99	550	3
27-98	27-99	550	3
28-98	28-99	550	3
29-98	29-99	550	3
30-98	30-99	550	3
31-98	31-99	550	3
32-98	32-99	550	3
33-98	33-99	550	3
34-98	34-99	550	3
35-98	35-99	550	3
36-98	36-99	550	3
37-98	37-99	550	3
38-98	38-99	550	3
39-98	39-99	550	3
40-98	40-99	550	3
41-98	41-99	550	3
42-98	42-99	550	3
43-98	43-99	550	3
44-98	44-99	550	3
45-98	45-99	550	3
46-98	46-99	550	3
47-98	47-99	550	3
48-98	48-99	550	3
49-98	49-99	550	3
50-98	50-99	550	3
1-99	1-100	300	3
2-99	2-100	300	3
3-99	3-100	300	3
4-99	4-100	300	3
5-99	5-100	300	3
6-99	6-100	300	3
7-99	7-100	300	3
8-99	8-100	300	3
9-99	9-100	300	3
10-99	10-100	300	3
11-99	11-100	300	3
12-99	12-100	300	3
13-99	13-100	300	3
14-99	14-100	300	3
15-99	15-100	300	3
16-99	16-100	300	3
17-99	17-100	300	3
18-99	18-100	300	3
19-99	19-100	300	3
20-99	20-100	300	3
21-99	21-100	300	3
22-99	22-100	300	3
23-99	23-100	300	3
24-99	24-100	300	3
25-99	25-100	300	3
26-99	26-100	300	3
27-99	27-100	300	3
28-99	28-100	300	3
29-99	29-100	300	3
30-99	30-100	300	3
31-99	31-100	300	3
32-99	32-100	300	3
33-99	33-100	300	3
34-99	34-100	300	3
35-99	35-100	300	3
36-99	36-100	300	3
37-99	37-100	300	3
38-99	38-100	300	3
39-99	39-100	300	3
40-99	40-100	300	3
41-99	41-100	300	3
42-99	42-100	300	3
43-99	43-100	300	3
44-99	44-100	300	3
45-99	45-100	300	3
46-99	46-100	300	3
47-99	47-100	300	3
48-99	48-100	300	3
49-99	49-100	300	3
50-99	50-100	300	3
1-100	1-450	800	3
2-100	2-450	800	3
3-100	3-450	800	3
4-100	4-450	800	3
5-100	5-450	800	3
6-100	6-450	800	3
7-100	7-450	800	3
8-100	8-450	800	3
9-100	9-450	800	3
10-100	10-450	800	3
11-100	11-450	800	3
12-100	12-450	800	3
13-100	13-450	800	3
14-100	14-450	800	3
15-100	15-450	800	3
16-100	16-450	800	3
17-100	17-450	800	3
18-100	18-450	800	3
19-100	19-450	800	3
20-100	20-450	800	3
21-100	21-450	800	3
22-100	22-450	800	3
23-100	23-450	800	3
24-100	24-450	800	3
25-100	25-450	800	3
26-100	26-450	800	3
27-100	27-450	800	3
28-100	28-450	800	3
29-100	29-450	800	3
30-100	30-450	800	3
31-100	31-450	800	3
32-100	32-450	800	3
33-100	33-450	800	3
34-100	34-450	800	3
35-100	35-450	800	3
36-100	36-450	800	3
37-100	37-450	800	3
38-100	38-450	800	3
39-100	39-450	800	3
40-100	40-450	800	3
41-100	41-450	800	3
42-100	42-450	800	3
43-100	43-450	800	3
44-100	44-450	800	3
45-100	45-450	800	3
46-100	46-450	800	3
47-100	47-450	800	3
48-100	48-450	800	3
49-100	49-450	800	3
50-100	50-450	800	3
1-101	1-102	225	11
2-101	2-102	225	11
3-101	3-102	225	11
4-101	4-102	225	11
5-101	5-102	225	11
6-101	6-102	225	11
7-101	7-102	225	11
8-101	8-102	225	11
9-101	9-102	225	11
10-101	10-102	225	11
11-101	11-102	225	11
12-101	12-102	225	11
13-101	13-102	225	11
14-101	14-102	225	11
15-101	15-102	225	11
16-101	16-102	225	11
17-101	17-102	225	11
18-101	18-102	225	11
19-101	19-102	225	11
20-101	20-102	225	11
21-101	21-102	225	11
22-101	22-102	225	11
23-101	23-102	225	11
24-101	24-102	225	11
25-101	25-102	225	11
26-101	26-102	225	11
27-101	27-102	225	11
28-101	28-102	225	11
29-101	29-102	225	11
30-101	30-102	225	11
31-101	31-102	225	11
32-101	32-102	225	11
33-101	33-102	225	11
34-101	34-102	225	11
35-101	35-102	225	11
36-101	36-102	225	11
37-101	37-102	225	11
38-101	38-102	225	11
39-101	39-102	225	11
40-101	40-102	225	11
41-101	41-102	225	11
42-101	42-102	225	11
43-101	43-102	225	11
44-101	44-102	225	11
45-101	45-102	225	11
46-101	46-102	225	11
47-101	47-102	225	11
48-101	48-102	225	11
49-101	49-102	225	11
50-101	50-102	225	11
1-101	1-105	275	3
2-101	2-105	275	3
3-101	3-105	275	3
4-101	4-105	275	3
5-101	5-105	275	3
6-101	6-105	275	3
7-101	7-105	275	3
8-101	8-105	275	3
9-101	9-105	275	3
10-101	10-105	275	3
11-101	11-105	275	3
12-101	12-105	275	3
13-101	13-105	275	3
14-101	14-105	275	3
15-101	15-105	275	3
16-101	16-105	275	3
17-101	17-105	275	3
18-101	18-105	275	3
19-101	19-105	275	3
20-101	20-105	275	3
21-101	21-105	275	3
22-101	22-105	275	3
23-101	23-105	275	3
24-101	24-105	275	3
25-101	25-105	275	3
26-101	26-105	275	3
27-101	27-105	275	3
28-101	28-105	275	3
29-101	29-105	275	3
30-101	30-105	275	3
31-101	31-105	275	3
32-101	32-105	275	3
33-101	33-105	275	3
34-101	34-105	275	3
35-101	35-105	275	3
36-101	36-105	275	3
37-101	37-105	275	3
38-101	38-105	275	3
39-101	39-105	275	3
40-101	40-105	275	3
41-101	41-105	275	3
42-101	42-105	275	3
43-101	43-105	275	3
44-101	44-105	275	3
45-101	45-105	275	3
46-101	46-105	275	3
47-101	47-105	275	3
48-101	48-105	275	3
49-101	49-105	275	3
50-101	50-105	275	3
1-102	1-103	325	11
2-102	2-103	325	11
3-102	3-103	325	11
4-102	4-103	325	11
5-102	5-103	325	11
6-102	6-103	325	11
7-102	7-103	325	11
8-102	8-103	325	11
9-102	9-103	325	11
10-102	10-103	325	11
11-102	11-103	325	11
12-102	12-103	325	11
13-102	13-103	325	11
14-102	14-103	325	11
15-102	15-103	325	11
16-102	16-103	325	11
17-102	17-103	325	11
18-102	18-103	325	11
19-102	19-103	325	11
20-102	20-103	325	11
21-102	21-103	325	11
22-102	22-103	325	11
23-102	23-103	325	11
24-102	24-103	325	11
25-102	25-103	325	11
26-102	26-103	325	11
27-102	27-103	325	11
28-102	28-103	325	11
29-102	29-103	325	11
30-102	30-103	325	11
31-102	31-103	325	11
32-102	32-103	325	11
33-102	33-103	325	11
34-102	34-103	325	11
35-102	35-103	325	11
36-102	36-103	325	11
37-102	37-103	325	11
38-102	38-103	325	11
39-102	39-103	325	11
40-102	40-103	325	11
41-102	41-103	325	11
42-102	42-103	325	11
43-102	43-103	325	11
44-102	44-103	325	11
45-102	45-103	325	11
46-102	46-103	325	11
47-102	47-103	325	11
48-102	48-103	325	11
49-102	49-103	325	11
50-102	50-103	325	11
1-103	1-104	700	11
2-103	2-104	700	11
3-103	3-104	700	11
4-103	4-104	700	11
5-103	5-104	700	11
6-103	6-104	700	11
7-103	7-104	700	11
8-103	8-104	700	11
9-103	9-104	700	11
10-103	10-104	700	11
11-103	11-104	700	11
12-103	12-104	700	11
13-103	13-104	700	11
14-103	14-104	700	11
15-103	15-104	700	11
16-103	16-104	700	11
17-103	17-104	700	11
18-103	18-104	700	11
19-103	19-104	700	11
20-103	20-104	700	11
21-103	21-104	700	11
22-103	22-104	700	11
23-103	23-104	700	11
24-103	24-104	700	11
25-103	25-104	700	11
26-103	26-104	700	11
27-103	27-104	700	11
28-103	28-104	700	11
29-103	29-104	700	11
30-103	30-104	700	11
31-103	31-104	700	11
32-103	32-104	700	11
33-103	33-104	700	11
34-103	34-104	700	11
35-103	35-104	700	11
36-103	36-104	700	11
37-103	37-104	700	11
38-103	38-104	700	11
39-103	39-104	700	11
40-103	40-104	700	11
41-103	41-104	700	11
42-103	42-104	700	11
43-103	43-104	700	11
44-103	44-104	700	11
45-103	45-104	700	11
46-103	46-104	700	11
47-103	47-104	700	11
48-103	48-104	700	11
49-103	49-104	700	11
50-103	50-104	700	11
1-105	1-106	225	10
2-105	2-106	225	10
3-105	3-106	225	10
4-105	4-106	225	10
5-105	5-106	225	10
6-105	6-106	225	10
7-105	7-106	225	10
8-105	8-106	225	10
9-105	9-106	225	10
10-105	10-106	225	10
11-105	11-106	225	10
12-105	12-106	225	10
13-105	13-106	225	10
14-105	14-106	225	10
15-105	15-106	225	10
16-105	16-106	225	10
17-105	17-106	225	10
18-105	18-106	225	10
19-105	19-106	225	10
20-105	20-106	225	10
21-105	21-106	225	10
22-105	22-106	225	10
23-105	23-106	225	10
24-105	24-106	225	10
25-105	25-106	225	10
26-105	26-106	225	10
27-105	27-106	225	10
28-105	28-106	225	10
29-105	29-106	225	10
30-105	30-106	225	10
31-105	31-106	225	10
32-105	32-106	225	10
33-105	33-106	225	10
34-105	34-106	225	10
35-105	35-106	225	10
36-105	36-106	225	10
37-105	37-106	225	10
38-105	38-106	225	10
39-105	39-106	225	10
40-105	40-106	225	10
41-105	41-106	225	10
42-105	42-106	225	10
43-105	43-106	225	10
44-105	44-106	225	10
45-105	45-106	225	10
46-105	46-106	225	10
47-105	47-106	225	10
48-105	48-106	225	10
49-105	49-106	225	10
50-105	50-106	225	10
1-105	1-108	325	3
2-105	2-108	325	3
3-105	3-108	325	3
4-105	4-108	325	3
5-105	5-108	325	3
6-105	6-108	325	3
7-105	7-108	325	3
8-105	8-108	325	3
9-105	9-108	325	3
10-105	10-108	325	3
11-105	11-108	325	3
12-105	12-108	325	3
13-105	13-108	325	3
14-105	14-108	325	3
15-105	15-108	325	3
16-105	16-108	325	3
17-105	17-108	325	3
18-105	18-108	325	3
19-105	19-108	325	3
20-105	20-108	325	3
21-105	21-108	325	3
22-105	22-108	325	3
23-105	23-108	325	3
24-105	24-108	325	3
25-105	25-108	325	3
26-105	26-108	325	3
27-105	27-108	325	3
28-105	28-108	325	3
29-105	29-108	325	3
30-105	30-108	325	3
31-105	31-108	325	3
32-105	32-108	325	3
33-105	33-108	325	3
34-105	34-108	325	3
35-105	35-108	325	3
36-105	36-108	325	3
37-105	37-108	325	3
38-105	38-108	325	3
39-105	39-108	325	3
40-105	40-108	325	3
41-105	41-108	325	3
42-105	42-108	325	3
43-105	43-108	325	3
44-105	44-108	325	3
45-105	45-108	325	3
46-105	46-108	325	3
47-105	47-108	325	3
48-105	48-108	325	3
49-105	49-108	325	3
50-105	50-108	325	3
1-106	1-107	575	10
2-106	2-107	575	10
3-106	3-107	575	10
4-106	4-107	575	10
5-106	5-107	575	10
6-106	6-107	575	10
7-106	7-107	575	10
8-106	8-107	575	10
9-106	9-107	575	10
10-106	10-107	575	10
11-106	11-107	575	10
12-106	12-107	575	10
13-106	13-107	575	10
14-106	14-107	575	10
15-106	15-107	575	10
16-106	16-107	575	10
17-106	17-107	575	10
18-106	18-107	575	10
19-106	19-107	575	10
20-106	20-107	575	10
21-106	21-107	575	10
22-106	22-107	575	10
23-106	23-107	575	10
24-106	24-107	575	10
25-106	25-107	575	10
26-106	26-107	575	10
27-106	27-107	575	10
28-106	28-107	575	10
29-106	29-107	575	10
30-106	30-107	575	10
31-106	31-107	575	10
32-106	32-107	575	10
33-106	33-107	575	10
34-106	34-107	575	10
35-106	35-107	575	10
36-106	36-107	575	10
37-106	37-107	575	10
38-106	38-107	575	10
39-106	39-107	575	10
40-106	40-107	575	10
41-106	41-107	575	10
42-106	42-107	575	10
43-106	43-107	575	10
44-106	44-107	575	10
45-106	45-107	575	10
46-106	46-107	575	10
47-106	47-107	575	10
48-106	48-107	575	10
49-106	49-107	575	10
50-106	50-107	575	10
1-108	1-109	450	9
2-108	2-109	450	9
3-108	3-109	450	9
4-108	4-109	450	9
5-108	5-109	450	9
6-108	6-109	450	9
7-108	7-109	450	9
8-108	8-109	450	9
9-108	9-109	450	9
10-108	10-109	450	9
11-108	11-109	450	9
12-108	12-109	450	9
13-108	13-109	450	9
14-108	14-109	450	9
15-108	15-109	450	9
16-108	16-109	450	9
17-108	17-109	450	9
18-108	18-109	450	9
19-108	19-109	450	9
20-108	20-109	450	9
21-108	21-109	450	9
22-108	22-109	450	9
23-108	23-109	450	9
24-108	24-109	450	9
25-108	25-109	450	9
26-108	26-109	450	9
27-108	27-109	450	9
28-108	28-109	450	9
29-108	29-109	450	9
30-108	30-109	450	9
31-108	31-109	450	9
32-108	32-109	450	9
33-108	33-109	450	9
34-108	34-109	450	9
35-108	35-109	450	9
36-108	36-109	450	9
37-108	37-109	450	9
38-108	38-109	450	9
39-108	39-109	450	9
40-108	40-109	450	9
41-108	41-109	450	9
42-108	42-109	450	9
43-108	43-109	450	9
44-108	44-109	450	9
45-108	45-109	450	9
46-108	46-109	450	9
47-108	47-109	450	9
48-108	48-109	450	9
49-108	49-109	450	9
50-108	50-109	450	9
1-108	1-300	1000	3
2-108	2-300	1000	3
3-108	3-300	1000	3
4-108	4-300	1000	3
5-108	5-300	1000	3
6-108	6-300	1000	3
7-108	7-300	1000	3
8-108	8-300	1000	3
9-108	9-300	1000	3
10-108	10-300	1000	3
11-108	11-300	1000	3
12-108	12-300	1000	3
13-108	13-300	1000	3
14-108	14-300	1000	3
15-108	15-300	1000	3
16-108	16-300	1000	3
17-108	17-300	1000	3
18-108	18-300	1000	3
19-108	19-300	1000	3
20-108	20-300	1000	3
21-108	21-300	1000	3
22-108	22-300	1000	3
23-108	23-300	1000	3
24-108	24-300	1000	3
25-108	25-300	1000	3
26-108	26-300	1000	3
27-108	27-300	1000	3
28-108	28-300	1000	3
29-108	29-300	1000	3
30-108	30-300	1000	3
31-108	31-300	1000	3
32-108	32-300	1000	3
33-108	33-300	1000	3
34-108	34-300	1000	3
35-108	35-300	1000	3
36-108	36-300	1000	3
37-108	37-300	1000	3
38-108	38-300	1000	3
39-108	39-300	1000	3
40-108	40-300	1000	3
41-108	41-300	1000	3
42-108	42-300	1000	3
43-108	43-300	1000	3
44-108	44-300	1000	3
45-108	45-300	1000	3
46-108	46-300	1000	3
47-108	47-300	1000	3
48-108	48-300	1000	3
49-108	49-300	1000	3
50-108	50-300	1000	3
1-109	1-110	300	9
2-109	2-110	300	9
3-109	3-110	300	9
4-109	4-110	300	9
5-109	5-110	300	9
6-109	6-110	300	9
7-109	7-110	300	9
8-109	8-110	300	9
9-109	9-110	300	9
10-109	10-110	300	9
11-109	11-110	300	9
12-109	12-110	300	9
13-109	13-110	300	9
14-109	14-110	300	9
15-109	15-110	300	9
16-109	16-110	300	9
17-109	17-110	300	9
18-109	18-110	300	9
19-109	19-110	300	9
20-109	20-110	300	9
21-109	21-110	300	9
22-109	22-110	300	9
23-109	23-110	300	9
24-109	24-110	300	9
25-109	25-110	300	9
26-109	26-110	300	9
27-109	27-110	300	9
28-109	28-110	300	9
29-109	29-110	300	9
30-109	30-110	300	9
31-109	31-110	300	9
32-109	32-110	300	9
33-109	33-110	300	9
34-109	34-110	300	9
35-109	35-110	300	9
36-109	36-110	300	9
37-109	37-110	300	9
38-109	38-110	300	9
39-109	39-110	300	9
40-109	40-110	300	9
41-109	41-110	300	9
42-109	42-110	300	9
43-109	43-110	300	9
44-109	44-110	300	9
45-109	45-110	300	9
46-109	46-110	300	9
47-109	47-110	300	9
48-109	48-110	300	9
49-109	49-110	300	9
50-109	50-110	300	9
1-110	1-111	575	9
2-110	2-111	575	9
3-110	3-111	575	9
4-110	4-111	575	9
5-110	5-111	575	9
6-110	6-111	575	9
7-110	7-111	575	9
8-110	8-111	575	9
9-110	9-111	575	9
10-110	10-111	575	9
11-110	11-111	575	9
12-110	12-111	575	9
13-110	13-111	575	9
14-110	14-111	575	9
15-110	15-111	575	9
16-110	16-111	575	9
17-110	17-111	575	9
18-110	18-111	575	9
19-110	19-111	575	9
20-110	20-111	575	9
21-110	21-111	575	9
22-110	22-111	575	9
23-110	23-111	575	9
24-110	24-111	575	9
25-110	25-111	575	9
26-110	26-111	575	9
27-110	27-111	575	9
28-110	28-111	575	9
29-110	29-111	575	9
30-110	30-111	575	9
31-110	31-111	575	9
32-110	32-111	575	9
33-110	33-111	575	9
34-110	34-111	575	9
35-110	35-111	575	9
36-110	36-111	575	9
37-110	37-111	575	9
38-110	38-111	575	9
39-110	39-111	575	9
40-110	40-111	575	9
41-110	41-111	575	9
42-110	42-111	575	9
43-110	43-111	575	9
44-110	44-111	575	9
45-110	45-111	575	9
46-110	46-111	575	9
47-110	47-111	575	9
48-110	48-111	575	9
49-110	49-111	575	9
50-110	50-111	575	9
1-110	1-112	125	9
2-110	2-112	125	9
3-110	3-112	125	9
4-110	4-112	125	9
5-110	5-112	125	9
6-110	6-112	125	9
7-110	7-112	125	9
8-110	8-112	125	9
9-110	9-112	125	9
10-110	10-112	125	9
11-110	11-112	125	9
12-110	12-112	125	9
13-110	13-112	125	9
14-110	14-112	125	9
15-110	15-112	125	9
16-110	16-112	125	9
17-110	17-112	125	9
18-110	18-112	125	9
19-110	19-112	125	9
20-110	20-112	125	9
21-110	21-112	125	9
22-110	22-112	125	9
23-110	23-112	125	9
24-110	24-112	125	9
25-110	25-112	125	9
26-110	26-112	125	9
27-110	27-112	125	9
28-110	28-112	125	9
29-110	29-112	125	9
30-110	30-112	125	9
31-110	31-112	125	9
32-110	32-112	125	9
33-110	33-112	125	9
34-110	34-112	125	9
35-110	35-112	125	9
36-110	36-112	125	9
37-110	37-112	125	9
38-110	38-112	125	9
39-110	39-112	125	9
40-110	40-112	125	9
41-110	41-112	125	9
42-110	42-112	125	9
43-110	43-112	125	9
44-110	44-112	125	9
45-110	45-112	125	9
46-110	46-112	125	9
47-110	47-112	125	9
48-110	48-112	125	9
49-110	49-112	125	9
50-110	50-112	125	9
1-112	1-113	525	9
2-112	2-113	525	9
3-112	3-113	525	9
4-112	4-113	525	9
5-112	5-113	525	9
6-112	6-113	525	9
7-112	7-113	525	9
8-112	8-113	525	9
9-112	9-113	525	9
10-112	10-113	525	9
11-112	11-113	525	9
12-112	12-113	525	9
13-112	13-113	525	9
14-112	14-113	525	9
15-112	15-113	525	9
16-112	16-113	525	9
17-112	17-113	525	9
18-112	18-113	525	9
19-112	19-113	525	9
20-112	20-113	525	9
21-112	21-113	525	9
22-112	22-113	525	9
23-112	23-113	525	9
24-112	24-113	525	9
25-112	25-113	525	9
26-112	26-113	525	9
27-112	27-113	525	9
28-112	28-113	525	9
29-112	29-113	525	9
30-112	30-113	525	9
31-112	31-113	525	9
32-112	32-113	525	9
33-112	33-113	525	9
34-112	34-113	525	9
35-112	35-113	525	9
36-112	36-113	525	9
37-112	37-113	525	9
38-112	38-113	525	9
39-112	39-113	525	9
40-112	40-113	525	9
41-112	41-113	525	9
42-112	42-113	525	9
43-112	43-113	525	9
44-112	44-113	525	9
45-112	45-113	525	9
46-112	46-113	525	9
47-112	47-113	525	9
48-112	48-113	525	9
49-112	49-113	525	9
50-112	50-113	525	9
1-113	1-114	325	9
2-113	2-114	325	9
3-113	3-114	325	9
4-113	4-114	325	9
5-113	5-114	325	9
6-113	6-114	325	9
7-113	7-114	325	9
8-113	8-114	325	9
9-113	9-114	325	9
10-113	10-114	325	9
11-113	11-114	325	9
12-113	12-114	325	9
13-113	13-114	325	9
14-113	14-114	325	9
15-113	15-114	325	9
16-113	16-114	325	9
17-113	17-114	325	9
18-113	18-114	325	9
