Line Segment Data	12800 items	feet
60-63	60-64	350	12
61-63	61-64	350	12
62-63	62-64	350	12
63-63	63-64	350	12
64-63	64-64	350	12
65-63	65-64	350	12
66-63	66-64	350	12
67-63	67-64	350	12
68-63	68-64	350	12
69-63	69-64	350	12
70-63	70-64	350	12
71-63	71-64	350	12
72-63	72-64	350	12
73-63	73-64	350	12
74-63	74-64	350	12
75-63	75-64	350	12
76-63	76-64	350	12
77-63	77-64	350	12
78-63	78-64	350	12
79-63	79-64	350	12
80-63	80-64	350	12
81-63	81-64	350	12
82-63	82-64	350	12
83-63	83-64	350	12
84-63	84-64	350	12
85-63	85-64	350	12
86-63	86-64	350	12
87-63	87-64	350	12
88-63	88-64	350	12
89-63	89-64	350	12
90-63	90-64	350	12
91-63	91-64	350	12
92-63	92-64	350	12
93-63	93-64	350	12
94-63	94-64	350	12
95-63	95-64	350	12
96-63	96-64	350	12
97-63	97-64	350	12
98-63	98-64	350	12
99-63	99-64	350	12
100-63	100-64	350	12
1-64	1-65	425	12
2-64	2-65	425	12
3-64	3-65	425	12
4-64	4-65	425	12
5-64	5-65	425	12
6-64	6-65	425	12
7-64	7-65	425	12
8-64	8-65	425	12
9-64	9-65	425	12
10-64	10-65	425	12
11-64	11-65	425	12
12-64	12-65	425	12
13-64	13-65	425	12
14-64	14-65	425	12
15-64	15-65	425	12
16-64	16-65	425	12
17-64	17-65	425	12
18-64	18-65	425	12
19-64	19-65	425	12
20-64	20-65	425	12
21-64	21-65	425	12
22-64	22-65	425	12
23-64	23-65	425	12
24-64	24-65	425	12
25-64	25-65	425	12
26-64	26-65	425	12
27-64	27-65	425	12
28-64	28-65	425	12
29-64	29-65	425	12
30-64	30-65	425	12
31-64	31-65	425	12
32-64	32-65	425	12
33-64	33-65	425	12
34-64	34-65	425	12
35-64	35-65	425	12
36-64	36-65	425	12
37-64	37-65	425	12
38-64	38-65	425	12
39-64	39-65	425	12
40-64	40-65	425	12
41-64	41-65	425	12
42-64	42-65	425	12
43-64	43-65	425	12
44-64	44-65	425	12
45-64	45-65	425	12
46-64	46-65	425	12
47-64	47-65	425	12
48-64	48-65	425	12
49-64	49-65	425	12
50-64	50-65	425	12
51-64	51-65	425	12
52-64	52-65	425	12
53-64	53-65	425	12
54-64	54-65	425	12
55-64	55-65	425	12
56-64	56-65	425	12
57-64	57-65	425	12
58-64	58-65	425	12
59-64	59-65	425	12
60-64	60-65	425	12
61-64	61-65	425	12
62-64	62-65	425	12
63-64	63-65	425	12
64-64	64-65	425	12
65-64	65-65	425	12
66-64	66-65	425	12
67-64	67-65	425	12
68-64	68-65	425	12
69-64	69-65	425	12
70-64	70-65	425	12
71-64	71-65	425	12
72-64	72-65	425	12
73-64	73-65	425	12
74-64	74-65	425	12
75-64	75-65	425	12
76-64	76-65	425	12
77-64	77-65	425	12
78-64	78-65	425	12
79-64	79-65	425	12
80-64	80-65	425	12
81-64	81-65	425	12
82-64	82-65	425	12
83-64	83-65	425	12
84-64	84-65	425	12
85-64	85-65	425	12
86-64	86-65	425	12
87-64	87-65	425	12
88-64	88-65	425	12
89-64	89-65	425	12
90-64	90-65	425	12
91-64	91-65	425	12
92-64	92-65	425	12
93-64	93-65	425	12
94-64	94-65	425	12
95-64	95-65	425	12
96-64	96-65	425	12
97-64	97-65	425	12
98-64	98-65	425	12
99-64	99-65	425	12
100-64	100-65	425	12
1-65	1-66	325	12
2-65	2-66	325	12
3-65	3-66	325	12
4-65	4-66	325	12
5-65	5-66	325	12
6-65	6-66	325	12
7-65	7-66	325	12
8-65	8-66	325	12
9-65	9-66	325	12
10-65	10-66	325	12
11-65	11-66	325	12
12-65	12-66	325	12
13-65	13-66	325	12
14-65	14-66	325	12
15-65	15-66	325	12
16-65	16-66	325	12
17-65	17-66	325	12
18-65	18-66	325	12
19-65	19-66	325	12
20-65	20-66	325	12
21-65	21-66	325	12
22-65	22-66	325	12
23-65	23-66	325	12
24-65	24-66	325	12
25-65	25-66	325	12
26-65	26-66	325	12
27-65	27-66	325	12
28-65	28-66	325	12
29-65	29-66	325	12
30-65	30-66	325	12
31-65	31-66	325	12
32-65	32-66	325	12
33-65	33-66	325	12
34-65	34-66	325	12
35-65	35-66	325	12
36-65	36-66	325	12
37-65	37-66	325	12
38-65	38-66	325	12
39-65	39-66	325	12
40-65	40-66	325	12
41-65	41-66	325	12
42-65	42-66	325	12
43-65	43-66	325	12
44-65	44-66	325	12
45-65	45-66	325	12
46-65	46-66	325	12
47-65	47-66	325	12
48-65	48-66	325	12
49-65	49-66	325	12
50-65	50-66	325	12
51-65	51-66	325	12
52-65	52-66	325	12
53-65	53-66	325	12
54-65	54-66	325	12
55-65	55-66	325	12
56-65	56-66	325	12
57-65	57-66	325	12
58-65	58-66	325	12
59-65	59-66	325	12
60-65	60-66	325	12
61-65	61-66	325	12
62-65	62-66	325	12
63-65	63-66	325	12
64-65	64-66	325	12
65-65	65-66	325	12
66-65	66-66	325	12
67-65	67-66	325	12
68-65	68-66	325	12
69-65	69-66	325	12
70-65	70-66	325	12
71-65	71-66	325	12
72-65	72-66	325	12
73-65	73-66	325	12
74-65	74-66	325	12
75-65	75-66	325	12
76-65	76-66	325	12
77-65	77-66	325	12
78-65	78-66	325	12
79-65	79-66	325	12
80-65	80-66	325	12
81-65	81-66	325	12
82-65	82-66	325	12
83-65	83-66	325	12
84-65	84-66	325	12
85-65	85-66	325	12
86-65	86-66	325	12
87-65	87-66	325	12
88-65	88-66	325	12
89-65	89-66	325	12
90-65	90-66	325	12
91-65	91-66	325	12
92-65	92-66	325	12
93-65	93-66	325	12
94-65	94-66	325	12
95-65	95-66	325	12
96-65	96-66	325	12
97-65	97-66	325	12
98-65	98-66	325	12
99-65	99-66	325	12
100-65	100-66	325	12
1-67	1-68	200	9
2-67	2-68	200	9
3-67	3-68	200	9
4-67	4-68	200	9
5-67	5-68	200	9
6-67	6-68	200	9
7-67	7-68	200	9
8-67	8-68	200	9
9-67	9-68	200	9
10-67	10-68	200	9
11-67	11-68	200	9
12-67	12-68	200	9
13-67	13-68	200	9
14-67	14-68	200	9
15-67	15-68	200	9
16-67	16-68	200	9
17-67	17-68	200	9
18-67	18-68	200	9
19-67	19-68	200	9
20-67	20-68	200	9
21-67	21-68	200	9
22-67	22-68	200	9
23-67	23-68	200	9
24-67	24-68	200	9
25-67	25-68	200	9
26-67	26-68	200	9
27-67	27-68	200	9
28-67	28-68	200	9
29-67	29-68	200	9
30-67	30-68	200	9
31-67	31-68	200	9
32-67	32-68	200	9
33-67	33-68	200	9
34-67	34-68	200	9
35-67	35-68	200	9
36-67	36-68	200	9
37-67	37-68	200	9
38-67	38-68	200	9
39-67	39-68	200	9
40-67	40-68	200	9
41-67	41-68	200	9
42-67	42-68	200	9
43-67	43-68	200	9
44-67	44-68	200	9
45-67	45-68	200	9
46-67	46-68	200	9
47-67	47-68	200	9
48-67	48-68	200	9
49-67	49-68	200	9
50-67	50-68	200	9
51-67	51-68	200	9
52-67	52-68	200	9
53-67	53-68	200	9
54-67	54-68	200	9
55-67	55-68	200	9
56-67	56-68	200	9
57-67	57-68	200	9
58-67	58-68	200	9
59-67	59-68	200	9
60-67	60-68	200	9
61-67	61-68	200	9
62-67	62-68	200	9
63-67	63-68	200	9
64-67	64-68	200	9
65-67	65-68	200	9
66-67	66-68	200	9
67-67	67-68	200	9
68-67	68-68	200	9
69-67	69-68	200	9
70-67	70-68	200	9
71-67	71-68	200	9
72-67	72-68	200	9
73-67	73-68	200	9
74-67	74-68	200	9
75-67	75-68	200	9
76-67	76-68	200	9
77-67	77-68	200	9
78-67	78-68	200	9
79-67	79-68	200	9
80-67	80-68	200	9
81-67	81-68	200	9
82-67	82-68	200	9
83-67	83-68	200	9
84-67	84-68	200	9
85-67	85-68	200	9
86-67	86-68	200	9
87-67	87-68	200	9
88-67	88-68	200	9
89-67	89-68	200	9
90-67	90-68	200	9
91-67	91-68	200	9
92-67	92-68	200	9
93-67	93-68	200	9
94-67	94-68	200	9
95-67	95-68	200	9
96-67	96-68	200	9
97-67	97-68	200	9
98-67	98-68	200	9
99-67	99-68	200	9
100-67	100-68	200	9
1-67	1-72	275	3
2-67	2-72	275	3
3-67	3-72	275	3
4-67	4-72	275	3
5-67	5-72	275	3
6-67	6-72	275	3
7-67	7-72	275	3
8-67	8-72	275	3
9-67	9-72	275	3
10-67	10-72	275	3
11-67	11-72	275	3
12-67	12-72	275	3
13-67	13-72	275	3
14-67	14-72	275	3
15-67	15-72	275	3
16-67	16-72	275	3
17-67	17-72	275	3
18-67	18-72	275	3
19-67	19-72	275	3
20-67	20-72	275	3
21-67	21-72	275	3
22-67	22-72	275	3
23-67	23-72	275	3
24-67	24-72	275	3
25-67	25-72	275	3
26-67	26-72	275	3
27-67	27-72	275	3
28-67	28-72	275	3
29-67	29-72	275	3
30-67	30-72	275	3
31-67	31-72	275	3
32-67	32-72	275	3
33-67	33-72	275	3
34-67	34-72	275	3
35-67	35-72	275	3
36-67	36-72	275	3
37-67	37-72	275	3
38-67	38-72	275	3
39-67	39-72	275	3
40-67	40-72	275	3
41-67	41-72	275	3
42-67	42-72	275	3
43-67	43-72	275	3
44-67	44-72	275	3
45-67	45-72	275	3
46-67	46-72	275	3
47-67	47-72	275	3
48-67	48-72	275	3
49-67	49-72	275	3
50-67	50-72	275	3
51-67	51-72	275	3
52-67	52-72	275	3
53-67	53-72	275	3
54-67	54-72	275	3
55-67	55-72	275	3
56-67	56-72	275	3
57-67	57-72	275	3
58-67	58-72	275	3
59-67	59-72	275	3
60-67	60-72	275	3
61-67	61-72	275	3
62-67	62-72	275	3
63-67	63-72	275	3
64-67	64-72	275	3
65-67	65-72	275	3
66-67	66-72	275	3
67-67	67-72	275	3
68-67	68-72	275	3
69-67	69-72	275	3
70-67	70-72	275	3
71-67	71-72	275	3
72-67	72-72	275	3
73-67	73-72	275	3
74-67	74-72	275	3
75-67	75-72	275	3
76-67	76-72	275	3
77-67	77-72	275	3
78-67	78-72	275	3
79-67	79-72	275	3
80-67	80-72	275	3
81-67	81-72	275	3
82-67	82-72	275	3
83-67	83-72	275	3
84-67	84-72	275	3
85-67	85-72	275	3
86-67	86-72	275	3
87-67	87-72	275	3
88-67	88-72	275	3
89-67	89-72	275	3
90-67	90-72	275	3
91-67	91-72	275	3
92-67	92-72	275	3
93-67	93-72	275	3
94-67	94-72	275	3
95-67	95-72	275	3
96-67	96-72	275	3
97-67	97-72	275	3
98-67	98-72	275	3
99-67	99-72	275	3
100-67	100-72	275	3
1-67	1-97	250	3
2-67	2-97	250	3
3-67	3-97	250	3
4-67	4-97	250	3
5-67	5-97	250	3
6-67	6-97	250	3
7-67	7-97	250	3
8-67	8-97	250	3
9-67	9-97	250	3
10-67	10-97	250	3
11-67	11-97	250	3
12-67	12-97	250	3
13-67	13-97	250	3
14-67	14-97	250	3
15-67	15-97	250	3
16-67	16-97	250	3
17-67	17-97	250	3
18-67	18-97	250	3
19-67	19-97	250	3
20-67	20-97	250	3
21-67	21-97	250	3
22-67	22-97	250	3
23-67	23-97	250	3
24-67	24-97	250	3
25-67	25-97	250	3
26-67	26-97	250	3
27-67	27-97	250	3
28-67	28-97	250	3
29-67	29-97	250	3
30-67	30-97	250	3
31-67	31-97	250	3
32-67	32-97	250	3
33-67	33-97	250	3
34-67	34-97	250	3
35-67	35-97	250	3
36-67	36-97	250	3
37-67	37-97	250	3
38-67	38-97	250	3
39-67	39-97	250	3
40-67	40-97	250	3
41-67	41-97	250	3
42-67	42-97	250	3
43-67	43-97	250	3
44-67	44-97	250	3
45-67	45-97	250	3
46-67	46-97	250	3
47-67	47-97	250	3
48-67	48-97	250	3
49-67	49-97	250	3
50-67	50-97	250	3
51-67	51-97	250	3
52-67	52-97	250	3
53-67	53-97	250	3
54-67	54-97	250	3
55-67	55-97	250	3
56-67	56-97	250	3
57-67	57-97	250	3
58-67	58-97	250	3
59-67	59-97	250	3
60-67	60-97	250	3
61-67	61-97	250	3
62-67	62-97	250	3
63-67	63-97	250	3
64-67	64-97	250	3
65-67	65-97	250	3
66-67	66-97	250	3
67-67	67-97	250	3
68-67	68-97	250	3
69-67	69-97	250	3
70-67	70-97	250	3
71-67	71-97	250	3
72-67	72-97	250	3
73-67	73-97	250	3
74-67	74-97	250	3
75-67	75-97	250	3
76-67	76-97	250	3
77-67	77-97	250	3
78-67	78-97	250	3
79-67	79-97	250	3
80-67	80-97	250	3
81-67	81-97	250	3
82-67	82-97	250	3
83-67	83-97	250	3
84-67	84-97	250	3
85-67	85-97	250	3
86-67	86-97	250	3
87-67	87-97	250	3
88-67	88-97	250	3
89-67	89-97	250	3
90-67	90-97	250	3
91-67	91-97	250	3
92-67	92-97	250	3
93-67	93-97	250	3
94-67	94-97	250	3
95-67	95-97	250	3
96-67	96-97	250	3
97-67	97-97	250	3
98-67	98-97	250	3
99-67	99-97	250	3
100-67	100-97	250	3
1-68	1-69	275	9
2-68	2-69	275	9
3-68	3-69	275	9
4-68	4-69	275	9
5-68	5-69	275	9
6-68	6-69	275	9
7-68	7-69	275	9
8-68	8-69	275	9
9-68	9-69	275	9
10-68	10-69	275	9
11-68	11-69	275	9
12-68	12-69	275	9
13-68	13-69	275	9
14-68	14-69	275	9
15-68	15-69	275	9
16-68	16-69	275	9
17-68	17-69	275	9
18-68	18-69	275	9
19-68	19-69	275	9
20-68	20-69	275	9
21-68	21-69	275	9
22-68	22-69	275	9
23-68	23-69	275	9
24-68	24-69	275	9
25-68	25-69	275	9
26-68	26-69	275	9
27-68	27-69	275	9
28-68	28-69	275	9
29-68	29-69	275	9
30-68	30-69	275	9
31-68	31-69	275	9
32-68	32-69	275	9
33-68	33-69	275	9
34-68	34-69	275	9
35-68	35-69	275	9
36-68	36-69	275	9
37-68	37-69	275	9
38-68	38-69	275	9
39-68	39-69	275	9
40-68	40-69	275	9
41-68	41-69	275	9
42-68	42-69	275	9
43-68	43-69	275	9
44-68	44-69	275	9
45-68	45-69	275	9
46-68	46-69	275	9
47-68	47-69	275	9
48-68	48-69	275	9
49-68	49-69	275	9
50-68	50-69	275	9
51-68	51-69	275	9
52-68	52-69	275	9
53-68	53-69	275	9
54-68	54-69	275	9
55-68	55-69	275	9
56-68	56-69	275	9
57-68	57-69	275	9
58-68	58-69	275	9
59-68	59-69	275	9
60-68	60-69	275	9
61-68	61-69	275	9
62-68	62-69	275	9
63-68	63-69	275	9
64-68	64-69	275	9
65-68	65-69	275	9
66-68	66-69	275	9
67-68	67-69	275	9
68-68	68-69	275	9
69-68	69-69	275	9
70-68	70-69	275	9
71-68	71-69	275	9
72-68	72-69	275	9
73-68	73-69	275	9
74-68	74-69	275	9
75-68	75-69	275	9
76-68	76-69	275	9
77-68	77-69	275	9
78-68	78-69	275	9
79-68	79-69	275	9
80-68	80-69	275	9
81-68	81-69	275	9
82-68	82-69	275	9
83-68	83-69	275	9
84-68	84-69	275	9
85-68	85-69	275	9
86-68	86-69	275	9
87-68	87-69	275	9
88-68	88-69	275	9
89-68	89-69	275	9
90-68	90-69	275	9
91-68	91-69	275	9
92-68	92-69	275	9
93-68	93-69	275	9
94-68	94-69	275	9
95-68	95-69	275	9
96-68	96-69	275	9
97-68	97-69	275	9
98-68	98-69	275	9
99-68	99-69	275	9
100-68	100-69	275	9
1-69	1-70	325	9
2-69	2-70	325	9
3-69	3-70	325	9
4-69	4-70	325	9
5-69	5-70	325	9
6-69	6-70	325	9
7-69	7-70	325	9
8-69	8-70	325	9
9-69	9-70	325	9
10-69	10-70	325	9
11-69	11-70	325	9
12-69	12-70	325	9
13-69	13-70	325	9
14-69	14-70	325	9
15-69	15-70	325	9
16-69	16-70	325	9
17-69	17-70	325	9
18-69	18-70	325	9
19-69	19-70	325	9
20-69	20-70	325	9
21-69	21-70	325	9
22-69	22-70	325	9
23-69	23-70	325	9
24-69	24-70	325	9
25-69	25-70	325	9
26-69	26-70	325	9
27-69	27-70	325	9
28-69	28-70	325	9
29-69	29-70	325	9
30-69	30-70	325	9
31-69	31-70	325	9
32-69	32-70	325	9
33-69	33-70	325	9
34-69	34-70	325	9
35-69	35-70	325	9
36-69	36-70	325	9
37-69	37-70	325	9
38-69	38-70	325	9
39-69	39-70	325	9
40-69	40-70	325	9
41-69	41-70	325	9
42-69	42-70	325	9
43-69	43-70	325	9
44-69	44-70	325	9
45-69	45-70	325	9
46-69	46-70	325	9
47-69	47-70	325	9
48-69	48-70	325	9
49-69	49-70	325	9
50-69	50-70	325	9
51-69	51-70	325	9
52-69	52-70	325	9
53-69	53-70	325	9
54-69	54-70	325	9
55-69	55-70	325	9
56-69	56-70	325	9
57-69	57-70	325	9
58-69	58-70	325	9
59-69	59-70	325	9
60-69	60-70	325	9
61-69	61-70	325	9
62-69	62-70	325	9
63-69	63-70	325	9
64-69	64-70	325	9
65-69	65-70	325	9
66-69	66-70	325	9
67-69	67-70	325	9
68-69	68-70	325	9
69-69	69-70	325	9
70-69	70-70	325	9
71-69	71-70	325	9
72-69	72-70	325	9
73-69	73-70	325	9
74-69	74-70	325	9
75-69	75-70	325	9
76-69	76-70	325	9
77-69	77-70	325	9
78-69	78-70	325	9
79-69	79-70	325	9
80-69	80-70	325	9
81-69	81-70	325	9
82-69	82-70	325	9
83-69	83-70	325	9
84-69	84-70	325	9
85-69	85-70	325	9
86-69	86-70	325	9
87-69	87-70	325	9
88-69	88-70	325	9
89-69	89-70	325	9
90-69	90-70	325	9
91-69	91-70	325	9
92-69	92-70	325	9
93-69	93-70	325	9
94-69	94-70	325	9
95-69	95-70	325	9
96-69	96-70	325	9
97-69	97-70	325	9
98-69	98-70	325	9
99-69	99-70	325	9
100-69	100-70	325	9
1-70	1-71	275	9
2-70	2-71	275	9
3-70	3-71	275	9
4-70	4-71	275	9
5-70	5-71	275	9
6-70	6-71	275	9
7-70	7-71	275	9
8-70	8-71	275	9
9-70	9-71	275	9
10-70	10-71	275	9
11-70	11-71	275	9
12-70	12-71	275	9
13-70	13-71	275	9
14-70	14-71	275	9
15-70	15-71	275	9
16-70	16-71	275	9
17-70	17-71	275	9
18-70	18-71	275	9
19-70	19-71	275	9
20-70	20-71	275	9
21-70	21-71	275	9
22-70	22-71	275	9
23-70	23-71	275	9
24-70	24-71	275	9
25-70	25-71	275	9
26-70	26-71	275	9
27-70	27-71	275	9
28-70	28-71	275	9
29-70	29-71	275	9
30-70	30-71	275	9
31-70	31-71	275	9
32-70	32-71	275	9
33-70	33-71	275	9
34-70	34-71	275	9
35-70	35-71	275	9
36-70	36-71	275	9
37-70	37-71	275	9
38-70	38-71	275	9
39-70	39-71	275	9
40-70	40-71	275	9
41-70	41-71	275	9
42-70	42-71	275	9
43-70	43-71	275	9
44-70	44-71	275	9
45-70	45-71	275	9
46-70	46-71	275	9
47-70	47-71	275	9
48-70	48-71	275	9
49-70	49-71	275	9
50-70	50-71	275	9
51-70	51-71	275	9
52-70	52-71	275	9
53-70	53-71	275	9
54-70	54-71	275	9
55-70	55-71	275	9
56-70	56-71	275	9
57-70	57-71	275	9
58-70	58-71	275	9
59-70	59-71	275	9
60-70	60-71	275	9
61-70	61-71	275	9
62-70	62-71	275	9
63-70	63-71	275	9
64-70	64-71	275	9
65-70	65-71	275	9
66-70	66-71	275	9
67-70	67-71	275	9
68-70	68-71	275	9
69-70	69-71	275	9
70-70	70-71	275	9
71-70	71-71	275	9
72-70	72-71	275	9
73-70	73-71	275	9
74-70	74-71	275	9
75-70	75-71	275	9
76-70	76-71	275	9
77-70	77-71	275	9
78-70	78-71	275	9
79-70	79-71	275	9
80-70	80-71	275	9
81-70	81-71	275	9
82-70	82-71	275	9
83-70	83-71	275	9
84-70	84-71	275	9
85-70	85-71	275	9
86-70	86-71	275	9
87-70	87-71	275	9
88-70	88-71	275	9
89-70	89-71	275	9
90-70	90-71	275	9
91-70	91-71	275	9
92-70	92-71	275	9
93-70	93-71	275	9
94-70	94-71	275	9
95-70	95-71	275	9
96-70	96-71	275	9
97-70	97-71	275	9
98-70	98-71	275	9
99-70	99-71	275	9
100-70	100-71	275	9
1-72	1-73	275	11
2-72	2-73	275	11
3-72	3-73	275	11
4-72	4-73	275	11
5-72	5-73	275	11
6-72	6-73	275	11
7-72	7-73	275	11
8-72	8-73	275	11
9-72	9-73	275	11
10-72	10-73	275	11
11-72	11-73	275	11
12-72	12-73	275	11
13-72	13-73	275	11
14-72	14-73	275	11
15-72	15-73	275	11
16-72	16-73	275	11
17-72	17-73	275	11
18-72	18-73	275	11
19-72	19-73	275	11
20-72	20-73	275	11
21-72	21-73	275	11
22-72	22-73	275	11
23-72	23-73	275	11
24-72	24-73	275	11
25-72	25-73	275	11
26-72	26-73	275	11
27-72	27-73	275	11
28-72	28-73	275	11
29-72	29-73	275	11
30-72	30-73	275	11
31-72	31-73	275	11
32-72	32-73	275	11
33-72	33-73	275	11
34-72	34-73	275	11
35-72	35-73	275	11
36-72	36-73	275	11
37-72	37-73	275	11
38-72	38-73	275	11
39-72	39-73	275	11
40-72	40-73	275	11
41-72	41-73	275	11
42-72	42-73	275	11
43-72	43-73	275	11
44-72	44-73	275	11
45-72	45-73	275	11
46-72	46-73	275	11
47-72	47-73	275	11
48-72	48-73	275	11
49-72	49-73	275	11
50-72	50-73	275	11
51-72	51-73	275	11
52-72	52-73	275	11
53-72	53-73	275	11
54-72	54-73	275	11
55-72	55-73	275	11
56-72	56-73	275	11
57-72	57-73	275	11
58-72	58-73	275	11
59-72	59-73	275	11
60-72	60-73	275	11
61-72	61-73	275	11
62-72	62-73	275	11
63-72	63-73	275	11
64-72	64-73	275	11
65-72	65-73	275	11
66-72	66-73	275	11
67-72	67-73	275	11
68-72	68-73	275	11
69-72	69-73	275	11
70-72	70-73	275	11
71-72	71-73	275	11
72-72	72-73	275	11
73-72	73-73	275	11
74-72	74-73	275	11
75-72	75-73	275	11
76-72	76-73	275	11
77-72	77-73	275	11
78-72	78-73	275	11
79-72	79-73	275	11
80-72	80-73	275	11
81-72	81-73	275	11
82-72	82-73	275	11
83-72	83-73	275	11
84-72	84-73	275	11
85-72	85-73	275	11
86-72	86-73	275	11
87-72	87-73	275	11
88-72	88-73	275	11
89-72	89-73	275	11
90-72	90-73	275	11
91-72	91-73	275	11
92-72	92-73	275	11
93-72	93-73	275	11
94-72	94-73	275	11
95-72	95-73	275	11
96-72	96-73	275	11
97-72	97-73	275	11
98-72	98-73	275	11
99-72	99-73	275	11
100-72	100-73	275	11
1-72	1-76	200	3
2-72	2-76	200	3
3-72	3-76	200	3
4-72	4-76	200	3
5-72	5-76	200	3
6-72	6-76	200	3
7-72	7-76	200	3
8-72	8-76	200	3
9-72	9-76	200	3
10-72	10-76	200	3
11-72	11-76	200	3
12-72	12-76	200	3
13-72	13-76	200	3
14-72	14-76	200	3
15-72	15-76	200	3
16-72	16-76	200	3
17-72	17-76	200	3
18-72	18-76	200	3
19-72	19-76	200	3
20-72	20-76	200	3
21-72	21-76	200	3
22-72	22-76	200	3
23-72	23-76	200	3
24-72	24-76	200	3
25-72	25-76	200	3
26-72	26-76	200	3
27-72	27-76	200	3
28-72	28-76	200	3
29-72	29-76	200	3
30-72	30-76	200	3
31-72	31-76	200	3
32-72	32-76	200	3
33-72	33-76	200	3
34-72	34-76	200	3
35-72	35-76	200	3
36-72	36-76	200	3
37-72	37-76	200	3
38-72	38-76	200	3
39-72	39-76	200	3
40-72	40-76	200	3
41-72	41-76	200	3
42-72	42-76	200	3
43-72	43-76	200	3
44-72	44-76	200	3
45-72	45-76	200	3
46-72	46-76	200	3
47-72	47-76	200	3
48-72	48-76	200	3
49-72	49-76	200	3
50-72	50-76	200	3
51-72	51-76	200	3
52-72	52-76	200	3
53-72	53-76	200	3
54-72	54-76	200	3
55-72	55-76	200	3
56-72	56-76	200	3
57-72	57-76	200	3
58-72	58-76	200	3
59-72	59-76	200	3
60-72	60-76	200	3
61-72	61-76	200	3
62-72	62-76	200	3
63-72	63-76	200	3
64-72	64-76	200	3
65-72	65-76	200	3
66-72	66-76	200	3
67-72	67-76	200	3
68-72	68-76	200	3
69-72	69-76	200	3
70-72	70-76	200	3
71-72	71-76	200	3
72-72	72-76	200	3
73-72	73-76	200	3
74-72	74-76	200	3
75-72	75-76	200	3
76-72	76-76	200	3
77-72	77-76	200	3
78-72	78-76	200	3
79-72	79-76	200	3
80-72	80-76	200	3
81-72	81-76	200	3
82-72	82-76	200	3
83-72	83-76	200	3
84-72	84-76	200	3
85-72	85-76	200	3
86-72	86-76	200	3
87-72	87-76	200	3
88-72	88-76	200	3
89-72	89-76	200	3
90-72	90-76	200	3
91-72	91-76	200	3
92-72	92-76	200	3
93-72	93-76	200	3
94-72	94-76	200	3
95-72	95-76	200	3
96-72	96-76	200	3
97-72	97-76	200	3
98-72	98-76	200	3
99-72	99-76	200	3
100-72	100-76	200	3
1-73	1-74	350	11
2-73	2-74	350	11
3-73	3-74	350	11
4-73	4-74	350	11
5-73	5-74	350	11
6-73	6-74	350	11
7-73	7-74	350	11
8-73	8-74	350	11
9-73	9-74	350	11
10-73	10-74	350	11
11-73	11-74	350	11
12-73	12-74	350	11
13-73	13-74	350	11
14-73	14-74	350	11
15-73	15-74	350	11
16-73	16-74	350	11
17-73	17-74	350	11
18-73	18-74	350	11
19-73	19-74	350	11
20-73	20-74	350	11
21-73	21-74	350	11
22-73	22-74	350	11
23-73	23-74	350	11
24-73	24-74	350	11
25-73	25-74	350	11
26-73	26-74	350	11
27-73	27-74	350	11
28-73	28-74	350	11
29-73	29-74	350	11
30-73	30-74	350	11
31-73	31-74	350	11
32-73	32-74	350	11
33-73	33-74	350	11
34-73	34-74	350	11
35-73	35-74	350	11
36-73	36-74	350	11
37-73	37-74	350	11
38-73	38-74	350	11
39-73	39-74	350	11
40-73	40-74	350	11
41-73	41-74	350	11
42-73	42-74	350	11
43-73	43-74	350	11
44-73	44-74	350	11
45-73	45-74	350	11
46-73	46-74	350	11
47-73	47-74	350	11
48-73	48-74	350	11
49-73	49-74	350	11
50-73	50-74	350	11
51-73	51-74	350	11
52-73	52-74	350	11
53-73	53-74	350	11
54-73	54-74	350	11
55-73	55-74	350	11
56-73	56-74	350	11
57-73	57-74	350	11
58-73	58-74	350	11
59-73	59-74	350	11
60-73	60-74	350	11
61-73	61-74	350	11
62-73	62-74	350	11
63-73	63-74	350	11
64-73	64-74	350	11
65-73	65-74	350	11
66-73	66-74	350	11
67-73	67-74	350	11
68-73	68-74	350	11
69-73	69-74	350	11
70-73	70-74	350	11
71-73	71-74	350	11
72-73	72-74	350	11
73-73	73-74	350	11
74-73	74-74	350	11
75-73	75-74	350	11
76-73	76-74	350	11
77-73	77-74	350	11
78-73	78-74	350	11
79-73	79-74	350	11
80-73	80-74	350	11
81-73	81-74	350	11
82-73	82-74	350	11
83-73	83-74	350	11
84-73	84-74	350	11
85-73	85-74	350	11
86-73	86-74	350	11
87-73	87-74	350	11
88-73	88-74	350	11
89-73	89-74	350	11
90-73	90-74	350	11
91-73	91-74	350	11
92-73	92-74	350	11
93-73	93-74	350	11
94-73	94-74	350	11
95-73	95-74	350	11
96-73	96-74	350	11
97-73	97-74	350	11
98-73	98-74	350	11
99-73	99-74	350	11
100-73	100-74	350	11
1-74	1-75	400	11
2-74	2-75	400	11
3-74	3-75	400	11
4-74	4-75	400	11
5-74	5-75	400	11
6-74	6-75	400	11
7-74	7-75	400	11
8-74	8-75	400	11
9-74	9-75	400	11
10-74	10-75	400	11
11-74	11-75	400	11
12-74	12-75	400	11
13-74	13-75	400	11
14-74	14-75	400	11
15-74	15-75	400	11
16-74	16-75	400	11
17-74	17-75	400	11
18-74	18-75	400	11
19-74	19-75	400	11
20-74	20-75	400	11
21-74	21-75	400	11
22-74	22-75	400	11
23-74	23-75	400	11
24-74	24-75	400	11
